username,judul video,text,tanggal publish,clean_comment,comment_no_slang,Sentimen
@kharellumbaya,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Makin banyk cerita dr pd reviw hp😅,2025-03-10T22:58:52Z,makin banyk cerita dr pd reviw hp,makin banyak cerita dr pd reviw hp,3
@lintangsamudra3010,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","hp siluman ini mah ,pasti gaib😂😂😂😂",2025-03-10T22:04:39Z,hp siluman ini mah pasti gaib,hp siluman ini mah pasti gaib,2
@syamsuarsyah8518,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Cocok buat kerja
Bukan bukan konten",2025-03-10T21:08:20Z,cocok buat kerja bukan bukan konten,cocok buat kerja bukan bukan konten,1
@rkzzfr6915,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kyk iphone2an 😂,2025-03-10T20:33:58Z,kyk iphone2an,seperti iphone2an,2
@mahamahasin7683,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",menurut pandangan saya iphone 16e gimmick sama seperti iphone 12 mini waktu pertama launch dan harga pasaran bakal cepet turun dari seri iphone ganjil,2025-03-10T19:45:55Z,menurut pandangan saya iphone 16e gimmick sama seperti iphone 12 mini waktu pertama launch dan harga pasaran bakal cepet turun dari seri iphone ganjil,menurut pandangan saya iphone 16e gimmick sama seperti iphone 12 mini waktu pertama launch dan harga pasaran bakal cepet turun dari seri iphone ganjil,2
@encep_mlna,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Review samsung a56 😁,2025-03-10T17:32:23Z,review samsung a56,review samsung a56,3
@erudionosumowong,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","iphone murah?aku pengen iphone kerja sana sini ada uang buat yang lain,alhasil cuma jadi angan angan sampe ga pengen lagi,selang berberapa bulan/tahun pengen,dan siklus itu balik lagi,banyak banyak bersyukur aja ya🙏🏻",2025-03-10T17:25:47Z,iphone murah aku pengen iphone kerja sana sini ada uang buat yang lain alhasil cuma jadi angan angan sampe ga pengen lagi selang berberapa bulan tahun pengen dan siklus itu balik lagi banyak banyak bersyukur aja ya,iphone murah saya ingin iphone kerja sana sini ada uang buat yang lain alhasil hanya jadi angan angan sampai ga ingin lagi selang berberapa bulan tahun ingin dan siklus itu balik lagi banyak banyak bersayaukur aja ya,3
@NicolasSyahPorong,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Om tetangga saya orang Bali nikah sama orang china punya anak namanya Made in China xixixixi 😂😂😂😂😂😂😂,2025-03-10T16:43:35Z,om tetangga saya orang bali nikah sama orang china punya anak namanya made in china xixixixi,om tetangga saya orang bali nikah sama orang china punya anak namanya made in china xixixixi,3
@quenxfanny4893,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","i phone sama sony,ga ada lawan soal panasnya 😂",2025-03-10T16:19:27Z,i phone sama sony ga ada lawan soal panasnya,iphone sama sony ga ada lawan soal panasnya,1
@quenxfanny4893,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","11jt 60 hz..😂😂😂 Apple²,kebangetan bgt ..",2025-03-10T16:14:30Z,11jt 60 hz apple kebangetan bgt,11juta 60 hz apple kesekalian sekali,2
@mfathulmubarak5452,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",STOP JUDI SAD!,2025-03-10T15:01:40Z,stop judi sad,stop judi sad,3
@galerijlyan,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Masih stack pake 12 mau upgrade ke 15pm paylaterku kurang😂,2025-03-10T14:24:19Z,masih stack pake 12 mau upgrade ke 15pm paylaterku kurang,masih stack pakai 12 mau upgrade ke 15pm paylaterku kurang,3
@kanekibuhan,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",berharap iphone generasi kedepan ngeluarin yang versi mininya lagi 😌,2025-03-10T13:23:58Z,berharap iphone generasi kedepan ngeluarin yang versi mininya lagi,berharap iphone generasi kedepan ngeluarin yang versi mininya lagi,3
@ImamMahdiii,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","SEMURAH-MURAHNYA IPHONE, DIA TETEP IPHONE 🗿",2025-03-10T12:59:15Z,semurah murahnya iphone dia tetep iphone,semurah murahnya iphone dia tetap iphone,3
@agoypratama4507,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Masuk indo dengan cara yg skrg, apa iya harga nya Masih sama, bkn lbh murah ???",2025-03-10T12:55:23Z,masuk indo dengan cara yg skrg apa iya harga nya masih sama bkn lbh murah,masuk indonesia dengan cara yang sekarang apa iya harga nya masih sama bukan lebih murah,3
@kangobet9915,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",peminat ipone gk ad dah😂,2025-03-10T12:52:11Z,peminat ipone gk ad dah,peminat iphone tidak ada,2
@satriadinata9385,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bagi bang ip nya 1 buat sekolah 😊,2025-03-10T12:31:42Z,bagi bang ip nya 1 buat sekolah,bagi bang iphone nya 1 buat sekolah,3
@Farhan-b2v,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mendingan samsung s25 udah 3 kamera 120hz lagi chipset kenceng,2025-03-10T12:20:33Z,mendingan samsung s25 udah 3 kamera 120hz lagi chipset kenceng,lebih baikan samsung s25 sudah 3 kamera 120hz lagi chiphoneset kenceng,2
@muhammadfirmansyah9086,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kak bahas Samsung a56 terbaru,2025-03-10T12:06:24Z,kak bahas samsung a56 terbaru,kak bahas samsung a56 terbaru,3
@YZyy29,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bang bahas Huawei Mate X6 bangg,2025-03-10T12:00:16Z,bang bahas huawei mate x6 bangg,bang bahas huawei mate x6 bangg,3
@jekyk6082,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kalo di mendang mendingin sama android apa bang?,2025-03-10T11:58:31Z,kalo di mendang mendingin sama android apa bang,kalau di mendang mendingin sama android apa bang,3
@dimasmaulana5157,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",kok bagus juga 16 e,2025-03-10T10:38:26Z,kok bagus juga 16 e,kok bagus juga 16 e,1
@antorete4897,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Sampai saat ini sih belum ada sih niatan untuk beli iphone.. apalagi 16e 😅😅.. ini mah buat org² yg ngidam aja😅,2025-03-10T10:25:06Z,sampai saat ini sih belum ada sih niatan untuk beli iphone apalagi 16e ini mah buat org yg ngidam aja,sampai saat ini sih belum ada sih niatan untuk beli iphone apalagi 16e ini mah buat org yang ngidam aja,2
@gigend,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mantap kapan indonesia bisa bikin iphone sendiri?,2025-03-10T08:49:56Z,mantap kapan indonesia bisa bikin iphone sendiri,mantap kapan indonesia bisa bikin iphone sendiri,3
@Herjunot-b6h,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","setelah saya pesan hp di toko studioponsel, dan hp nya datang stug logo, terus saya ajukan kembali barangnya, setelah sampai ke tokonya lagi, prosesny aneh, masa tiba tiba bisa hidup setelah sampai ke toko, saya aja udah nunggu berjam jam ga hidup tu hp malah tiba tiba pas di toko hidup, mana lama lagi prosesnya, dikira kita ga butuh uang buat beli hp lagi, pusing ngajukan dari tgl 4 sampai sekarang ga ada titik jelas asuk ask",2025-03-10T08:45:09Z,setelah saya pesan hp di toko studioponsel dan hp nya datang stug logo terus saya ajukan kembali barangnya setelah sampai ke tokonya lagi prosesny aneh masa tiba tiba bisa hidup setelah sampai ke toko saya aja udah nunggu berjam jam ga hidup tu hp malah tiba tiba pas di toko hidup mana lama lagi prosesnya dikira kita ga butuh uang buat beli hp lagi pusing ngajukan dari tgl 4 sampai sekarang ga ada titik jelas asuk ask,setelah saya pesan hp di toko studioponsel dan hp nya datang stug logo terus saya ajukan kembali barangnya setelah sampai ke tokonya lagi prosesny aneh masa tiba tiba bisa hidup setelah sampai ke toko saya aja sudah nunggu berjam jam ga hidup tu hp malah tiba tiba pas di toko hidup mana lama lagi prosesnya dikira kita ga butuh uang buat beli hp lagi pusing ngajukan dari tgl 4 sampai sekarang ga ada titik jelas asuk ask,3
@ZUBIRAn-nur,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Ini I-Phone gila 12 juta banyak minus nya kelewatan  
Tapi bang david banyak mujinya, padahai segi kamera single, performa  naik mesin panas bisa masak nasi , apa itu rekomend..
Yok bang review jujur  kek dlu , kami rindu 😊",2025-03-10T07:34:34Z,ini i phone gila 12 juta banyak minus nya kelewatan tapi bang david banyak mujinya padahai segi kamera single performa naik mesin panas bisa masak nasi apa itu rekomend yok bang review jujur kek dlu kami rindu,ini iphone gila 12 juta banyak minus nya kelewatan tapi bang david banyak mujinya padahai segi kamera single performa naik mesin panas bisa masak nasi apa itu rekomend yok bang review jujur seperti dulu kami rindu,2
@van_jang,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","bagi kaum gua agak ralat dikit bang david 14:10
"" wow speakernya mantul..
speaker iphone mau yg mahal sama yg MAHAL berisi maximal "" 😂",2025-03-10T05:48:48Z,bagi kaum gua agak ralat dikit bang david 14 10 wow speakernya mantul speaker iphone mau yg mahal sama yg mahal berisi maximal,bagi kaum saya agak ralat dikit bang david 14 10 wow speakernya mantul speaker iphone mau yang mahal sama yang mahal berisi maximal,3
@dimassddms257,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","untuk hasil kamera bagusan yang 16e daripada 16 biasa ,tapi yang 16e tidak selengkap fitur 16 biasa",2025-03-10T05:02:10Z,untuk hasil kamera bagusan yang 16e daripada 16 biasa tapi yang 16e tidak selengkap fitur 16 biasa,untuk hasil kamera bagusan yang 16e daripada 16 biasa tapi yang 16e tidak selengkap fitur 16 biasa,1
@elband_audio,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",MENDING IPHONE 15,2025-03-10T05:01:58Z,mending iphone 15,lebih baik iphone 15,2
@havisofficial9756,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Dari pada beli iphone 16 e kayak nya lebih wort it beli iphone 15,2025-03-10T04:54:02Z,dari pada beli iphone 16 e kayak nya lebih wort it beli iphone 15,dari pada beli iphone 16 e seperti nya lebih wort it beli iphone 15,2
@jadulgadjet,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mending 15 pm wkwk,2025-03-10T04:40:57Z,mending 15 pm wkwk,lebih baik 15 pm wkwk,2
@MissAmericana0009,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",gila ponian 😂😂😂 gak relate sm miss Americana 👏🏼👏🏼🇺🇸 yg sudah pake max max-an,2025-03-10T04:32:46Z,gila ponian gak relate sm miss americana yg sudah pake max max an,gila ponian tidak relate sm miss americana yang sudah pakai max max an,2
@fahmishihab1946,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ekonomis banget nihh😂😊,2025-03-10T03:56:52Z,ekonomis banget nihh,ekonomis sekali nihh,1
@IrmaYanti-o4v,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Buat saya hp ini tidak rate nya dri ip 11 pro max
 Dari segi layar , performa, dan kamera cuma 1..
David terlalu memuji nya",2025-03-10T03:35:48Z,buat saya hp ini tidak rate nya dri ip 11 pro max dari segi layar performa dan kamera cuma 1 david terlalu memuji nya,buat saya hp ini tidak rate nya dri iphone 11 pro max dari segi layar performa dan kamera hanya 1 david terlalu memuji nya,2
@reogbrewog,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ipon 16 e rasa XR. semakin kesini ipon semakin aneh.,2025-03-10T03:30:10Z,ipon 16 e rasa xr semakin kesini ipon semakin aneh,iphoneon 16 e rasa xr semakin kesini iphoneon semakin aneh,2
@irfastaofficialchanel4799,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Yang lebih lucu nya hp ini  mirip ip xr... Apakah ini ip xr ganti cassing,2025-03-10T03:29:38Z,yang lebih lucu nya hp ini mirip ip xr apakah ini ip xr ganti cassing,yang lebih lucu nya hp ini mirip iphone xr apakah ini iphone xr ganti cassing,2
@FarhaniAlfan,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bg refyu oppo a5 pro,2025-03-09T22:22:11Z,bg refyu oppo a5 pro,bg refyu oppo a5 pro,3
@FS-mm7un,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mending ip 15,2025-03-09T21:54:18Z,mending ip 15,lebih baik iphone 15,2
@RPHCakungPPKHP,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",review tablet rekomended dong,2025-03-09T21:03:57Z,review tablet rekomended dong,review tablet rekomended dong,3
@varellinnansyah9385,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",gaji di bawa umr malang . cumak bisa liat dowang,2025-03-09T20:49:12Z,gaji di bawa umr malang cumak bisa liat dowang,gaji di bawa umr malang hanyak bisa liat dowang,2
@ppbp139zidandimasy3,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Bandingkan dengan harga iPhone resmi yang sama, katanya iphone 13/14 sudah under 11 ya barunya?",2025-03-09T20:44:25Z,bandingkan dengan harga iphone resmi yang sama katanya iphone 13 14 sudah under 11 ya barunya,bandingkan dengan harga iphone resmi yang sama katanya iphone 13 14 sudah under 11 ya barunya,3
@rafiaden5350,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","11e model mirip iphone 7 versi blacknya, bedanya logo apple di tengah",2025-03-09T20:42:11Z,11e model mirip iphone 7 versi blacknya bedanya logo apple di tengah,11e model mirip iphone 7 versi blacknya bedanya logo apple di tengah,2
@arfrc-vx5ut,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",wah ini nih hihi,2025-03-09T20:32:14Z,wah ini nih hihi,wah ini nih hihi,1
@moon_light3211,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Saran beli iphone itu langsung ke series yg standar atau yg pling atas jgn beli yg ekonomisnya krn spek dipotong terbilang nanggung tapi harga gk begitu jauh, itulh cara marketing apple",2025-03-09T20:31:56Z,saran beli iphone itu langsung ke series yg standar atau yg pling atas jgn beli yg ekonomisnya krn spek dipotong terbilang nanggung tapi harga gk begitu jauh itulh cara marketing apple,saran beli iphone itu langsung ke series yang standar atau yang pling atas jangan beli yang ekonomisnya krn spek dipotong terbilang nanggung tapi harga gk begitu jauh itulh cara marketing apple,2
@annakadarusman506,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","bang david buseettt komen lu bnyak promoin slot,,😅,mnding filter lg dah dripda ntar kek sadbor",2025-03-09T20:12:32Z,bang david buseettt komen lu bnyak promoin slot mnding filter lg dah dripda ntar kek sadbor,bang david buseettt komen lu banyak promoin slot mnding filter lg dah dripda ntar seperti sadbor,3
@bimalaksana4555,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Definisi murah 
😂",2025-03-09T18:45:39Z,definisi murah,definisi murah,1
@adimasrizal-1340,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",bahas issue ip 13 kena gs bg,2025-03-09T18:05:09Z,bahas issue ip 13 kena gs bg,bahas issue iphone 13 kena gs bg,3
@sembilanbelas6687,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Skip lah 😅😅,2025-03-09T17:51:24Z,skip lah,skip lah,2
@dimasleovernandho5824,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Beli beli,2025-03-09T16:56:21Z,beli beli,beli beli,1
@riyannation2431,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Masih bertahan di iphone 11😂,2025-03-09T16:37:31Z,masih bertahan di iphone 11,masih bertahan di iphone 11,3
@irfanwahyujatmiko8222,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Salfok ke kaos bang david karna gw juga punya😂,2025-03-09T16:33:28Z,salfok ke kaos bang david karna gw juga punya,salfok ke kaos bang david karna saya juga punya,3
@ZaentBro,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bismillah 2025,2025-03-09T16:22:18Z,bismillah 2025,bismillah 2025,1
@dragonballvr4633,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",11 juta koq murah 😂😂😂,2025-03-09T15:45:18Z,11 juta koq murah,11 juta koq murah,2
@yhasiom,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",udah ada di indo?,2025-03-09T15:44:10Z,udah ada di indo,sudah ada di indonesia,1
@BruceWayne-q2q3u,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Umur makin tua malah makin gak peduli sama gadget, skrg pake Android entry level buat daily driver. Capek pake hp mahal ujungnya scrolling gak jelas",2025-03-09T15:35:00Z,umur makin tua malah makin gak peduli sama gadget skrg pake android entry level buat daily driver capek pake hp mahal ujungnya scrolling gak jelas,umur makin tua malah makin tidak peduli sama gadget sekarang pakai android entry level buat daily driver lelah pakai hp mahal ujungnya scrolling tidak jelas,3
@anastasialioniwijaya8779,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kayak versi SE nya gitu yaa,2025-03-09T15:30:21Z,kayak versi se nya gitu yaa,seperti versi se nya gitu yaa,3
@drdoom6106,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mending xiaomi 15,2025-03-09T15:12:08Z,mending xiaomi 15,lebih baik xiaomi 15,2
@afriyanto0073,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",User samsung s25 tersenyum lihat vidio.ini.... 😂,2025-03-09T14:58:38Z,user samsung s25 tersenyum lihat vidio ini,user samsung s25 tersenyum lihat video ini,2
@dicky2205,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",10jt up masih 60hz 😁,2025-03-09T14:54:16Z,10jt up masih 60hz,10juta up masih 60hz,2
@vyanimee,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","beli hp 1jt aja susah bang, gaji cuma buat makan sehari"", semoga kita semua slalu diberi kesehatan dan selalu bersyukur. 😊",2025-03-09T14:52:37Z,beli hp 1jt aja susah bang gaji cuma buat makan sehari semoga kita semua slalu diberi kesehatan dan selalu bersyukur,beli hp 1juta aja susah bang gaji hanya buat makan sehari semoga kita semua selalu diberi kesehatan dan selalu bersayaukur,3
@candrakristian7963,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",se7,2025-03-09T13:47:36Z,se7,se7,1
@markoclok1799,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",apa kalian masih mengingat samsung s10e?,2025-03-09T13:36:45Z,apa kalian masih mengingat samsung s10e,apa kalian masih mengingat samsung s10e,3
@AchmadHafidz-o8w,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Masih setia sama ip 7 dari 2018 😢,2025-03-09T13:22:15Z,masih setia sama ip 7 dari 2018,masih setia sama iphone 7 dari 2018,3
@kevinchristiankc15,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Li-Ion 4005 mAh kok bangg,2025-03-09T12:59:27Z,li ion 4005 mah kok bangg,li ion 4005 mah kok bangg,3
@harleyeddysondwistio4300,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","meskipun sy android user, tp selalu menyimak informasi tentang iphone review dr gadgetin.....tp ujung2nya setelah bandingin versi terendah samsung terbaru dan versi terendah iphone terbaru.............belinya malah xiaomi versi tertinggi LOL
maklum sy kaum mendang-mending😁😁😁 kok bisa yh mereka jual murah dengan spek yg tinggi banget. pengen rasanya pindah cobain samsung atau iphone, tp sampai saat ini belum dibuat kecewa sama xiaomi",2025-03-09T12:53:38Z,meskipun sy android user tp selalu menyimak informasi tentang iphone review dr gadgetin tp ujung2nya setelah bandingin versi terendah samsung terbaru dan versi terendah iphone terbaru belinya malah xiaomi versi tertinggi lol maklum sy kaum mendang mending kok bisa yh mereka jual murah dengan spek yg tinggi banget pengen rasanya pindah cobain samsung atau iphone tp sampai saat ini belum dibuat kecewa sama xiaomi,meskipun saya android user tp selalu menyimak informasi tentang iphone review dr gadgetin tp ujung2nya setelah bandingin versi terendah samsung terbaru dan versi terendah iphone terbaru belinya malah xiaomi versi tertinggi lol maklum saya kaum mendang mending kok bisa yh mereka jual murah dengan spek yang tinggi sekali ingin rasanya pindah cobain samsung atau iphone tp sampai saat ini belum dibuat kecewa sama xiaomi,2
