username,judul video,text,tanggal publish,clean_comment,comment_no_slang,Sentimen,comment_final
@agustyadiprayogi1412,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Kalau tidak memberikan feedback kepada masyarakat kita, jangankan 11 Juta dibawah itupun sebaiknya tidak kita beli. Karena kita harus peduli dengan kepentingan bangsa kita yang mana pemerintah amat mengupayakan Apple agar meninvestasikan dananya  di Indonesia. Untuk itu mari kita dukung langkah Pemerintah tersebut dengan cara tidak membelinya aapabila Apple tidak inves didalam negeri. Sesungguhnya masih ada produk penggangi serupa yang tidak kalah bagus untuk dibeli apabila Apple tidak jadi investasi di Indonesia. 

Mudah-mudahan Apple mau investasi di Indonesia untuk membuka lapangan kerja di Indonesia sehingga memmperbaiki iklim investasi dan daya beli nasional.",2025-03-09T05:21:56Z,kalau tidak memberikan feedback kepada masyarakat kita jangankan 11 juta dibawah itupun sebaiknya tidak kita beli karena kita harus peduli dengan kepentingan bangsa kita yang mana pemerintah amat mengupayakan apple agar meninvestasikan dananya di indonesia untuk itu mari kita dukung langkah pemerintah tersebut dengan cara tidak membelinya aapabila apple tidak inves didalam negeri sesungguhnya masih ada produk penggangi serupa yang tidak kalah bagus untuk dibeli apabila apple tidak jadi investasi di indonesia mudah mudahan apple mau investasi di indonesia untuk membuka lapangan kerja di indonesia sehingga memmperbaiki iklim investasi dan daya beli nasional,kalau tidak memberikan feedback kepada masayaarakat kita jangankan 11 juta dibawah itupun sebaiknya tidak kita beli karena kita harus peduli dengan kepentingan bangsa kita yang mana pemerintah amat mengupayakan apple agar meninvestasikan dananya di indonesia untuk itu mari kita dukung langkah pemerintah tersebut dengan cara tidak membelinya aapabila apple tidak inves didalam negeri sesungguhnya masih ada produk penggangi serupa yang tidak kalah bagus untuk dibeli apabila apple tidak jadi investasi di indonesia msudah msudahan apple mau investasi di indonesia untuk membuka lapangan kerja di indonesia sehingga memmperbaiki iklim investasi dan daya beli nasional,3.0,kalau memberikan feedback kepada masayaarakat jangankan 11 juta dibawah itupun sebaiknya beli peduli kepentingan bangsa mana pemerintah amat mengupayakan apple meninvestasikan dananya indonesia mari dukung langkah pemerintah cara membelinya aapabila apple inves didalam negeri sesungguhnya ada produk penggangi serupa kalah bagus dibeli apabila apple investasi indonesia msudah msudahan apple mau investasi indonesia membuka lapangan kerja indonesia sehingga memmperbaiki iklim investasi daya beli nasional
@xpryoscaawknd5684,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ip 15 sekarang harganya 11.5 jt,2025-03-09T05:06:18Z,ip 15 sekarang harganya 11 5 jt,iphone 15 sekarang harganya 11 5 juta,3.0,iphone 15 sekarang harganya 11 5 juta
@FiqufiqhOfficial,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Suka sama design nya tapi sayang ternyata tidak dynamic island,2025-03-09T04:50:17Z,suka sama design nya tapi sayang ternyata tidak dynamic island,suka sama design nya tapi sayang ternyata tidak dynamic island,1.0,suka sama design nya tapi sayang ternyata dynamic island
@herihamdi8749,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ip16e fix cuma buat tumbal,2025-03-09T04:46:08Z,ip16e fix cuma buat tumbal,iphone16e fix hanya buat tumbal,2.0,iphone16e fix cuma buat tumbal
@Bmwk2024,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mas indra iteklaip mna nih udah di mention tuh ama david,2025-03-09T04:39:25Z,mas indra iteklaip mna nih udah di mention tuh ama david,mas indra iteklaip mna nih sudah di mention tuh ama david,3.0,mas indra iteklaip mna nih mention tuh ama david
@KhoiriyantiFadhilahazhar,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kalau aku beli iphone alamak aku puasa nih 😂😂😅,2025-03-09T04:05:28Z,kalau aku beli iphone alamak aku puasa nih,kalau saya beli iphone alamak saya puasa nih,3.0,kalau beli iphone alamak puasa nih
@Muhammadfakhri2612,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Yang penting dalam lampiran pengumuman di Indonesia ini yang paling,2025-03-09T02:52:56Z,yang penting dalam lampiran pengumuman di indonesia ini yang paling,yang penting dalam lampiran pengumuman di indonesia ini yang paling,3.0,penting lampiran pengumuman indonesia paling
@RobiKurniawan-l4l,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Murah bangeet 😂😂😂😂,2025-03-09T02:48:33Z,murah bangeet,murah bangeet,1.0,murah bangeet
@nendraw,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mnit 11.39 ada fliker kykny bang,2025-03-09T02:41:30Z,mnit 11 39 ada fliker kykny bang,mnit 11 39 ada fliker sepertiny bang,3.0,mnit 11 39 ada fliker sepertiny bang
@Henzo-e1e,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Iphone aku berhenti sampe 13 aja.. Iphone udah mulai ga ada inovasi yg signifikan, aku males sama iphone, pake samsung aja lah, minimal mereka banyak inovasi, ga rugi keluar uang banyak juga. Daripada iphone, udah kaya orang di tipu aja pas udah beli, ternyata sama aja sama versi sebelumnya",2025-03-09T02:31:38Z,iphone aku berhenti sampe 13 aja iphone udah mulai ga ada inovasi yg signifikan aku males sama iphone pake samsung aja lah minimal mereka banyak inovasi ga rugi keluar uang banyak juga daripada iphone udah kaya orang di tipu aja pas udah beli ternyata sama aja sama versi sebelumnya,iphone saya berhenti sampai 13 aja iphone sudah mulai ga ada inovasi yang signifikan saya males sama iphone pakai samsung aja lah minimal mereka banyak inovasi ga rugi keluar uang banyak juga daripada iphone sudah kaya orang di tipu aja pas sudah beli ternyata sama aja sama versi sebelumnya,2.0,iphone berhenti sampai 13 aja iphone mulai ga ada inovasi signifikan males sama iphone pakai samsung aja lah minimal inovasi ga rugi keluar uang daripada iphone kaya orang tipu aja pas beli ternyata sama aja sama versi sebelumnya
@fbiari795,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Skip dsni gak bkal laku . Org pasti ngira nya ip jadul. Smua trtuju pda kamera boba ip,2025-03-09T02:19:40Z,skip dsni gak bkal laku org pasti ngira nya ip jadul smua trtuju pda kamera boba ip,skip disini tidak bakal laku orang pasti ngira nya iphone jadul semua tertuju pada kamera boba iphone,2.0,skip disini bakal laku orang pasti ngira nya iphone jadul tertuju kamera boba iphone
@YoungAndRichBoy,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Katanya mau menjaga lingkungan dengan hilangin charger, eh malah rilis produk sampah.",2025-03-09T02:12:47Z,katanya mau menjaga lingkungan dengan hilangin charger eh malah rilis produk sampah,katanya mau menjaga lingkungan dengan hilangin charger eh malah rilis produk sampah,2.0,katanya mau menjaga lingkungan hilangin charger eh malah rilis produk sampah
@teman.scroll,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Murah itu 5 - 8 juta, kalau masih 10 - 15 juta masih kehitung mahal mereun mang",2025-03-09T02:10:03Z,murah itu 5 8 juta kalau masih 10 15 juta masih kehitung mahal mereun mang,murah itu 5 8 juta kalau masih 10 15 juta masih kehitung mahal mereun mang,2.0,murah 5 8 juta kalau 10 15 juta kehitung mahal mereun mang
@melianachandra6933,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","16e itu cuma cuci gudang guys,, 😂, di tambahin bumbu biar yg td basi di goreng lg biar menarik,  ada yg notice ga. Maaf jika gw goblox analisa nya 😊😊😊",2025-03-09T02:08:02Z,16e itu cuma cuci gudang guys di tambahin bumbu biar yg td basi di goreng lg biar menarik ada yg notice ga maaf jika gw goblox analisa nya,16e itu hanya cuci gudang guys di tambahin bumbu biar yang td basi di goreng lg biar menarik ada yang notice ga maaf jika saya goblox analisa nya,2.0,16e cuma cuci gudang guys tambahin bumbu biar td basi goreng lg biar menarik ada notice ga maaf jika goblox analisa nya
@FandroMemah,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",ka review samsung a56 dan a36,2025-03-09T01:53:39Z,ka review samsung a56 dan a36,ka review samsung a56 dan a36,3.0,ka review samsung a56 a36
@bonny1917,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Iphone Seri Terlawak 🤣🤣,2025-03-09T01:40:16Z,iphone seri terlawak,iphone seri terlawak,2.0,iphone seri terlawak
@bagusariprabowo5897,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",David inu jujur. Kalo dibilang ga bagus. Ya ga bagus. I dont care about that. Thank you,2025-03-09T01:32:52Z,david inu jujur kalo dibilang ga bagus ya ga bagus i dont care about that thank you,david inu jujur kalau dibilang ga bagus ya ga bagus i dont care about that thank you,3.0,david inu jujur kalau dibilang ga bagus ya ga bagus i dont care about that thank you
@nrwtellingstories1004,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",3 kamera cuma pajangan 🤓,2025-03-09T01:21:13Z,3 kamera cuma pajangan,3 kamera hanya pajangan,2.0,3 kamera cuma pajangan
@dadang-h2m,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Andai 3jt😢,2025-03-09T00:53:47Z,andai 3jt,andai 3juta,3.0,andai 3juta
@Match_a_Matcha,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Afiliasi ke iPhone 13 sudah menjadi jawaban bang David mana yang lebih bagus dibeli😹.,2025-03-09T00:43:33Z,afiliasi ke iphone 13 sudah menjadi jawaban bang david mana yang lebih bagus dibeli,afiliasi ke iphone 13 sudah menjadi jawaban bang david mana yang lebih bagus dibeli,3.0,afiliasi iphone 13 menjadi jawaban bang david mana bagus dibeli
@Indrajegal,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Oplosan😂😂😂,2025-03-08T23:12:39Z,oplosan,oplosan,2.0,oplosan
@TheBabyAlien-g5g,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","apple tau di konoha rakyatnya kaum mendang mending tapi gengsinya luar biasa 😅, makanya bikin iphone e, tapi malu ga sih kalo ketauan pke ip yg ekonomis? 😂",2025-03-08T23:12:11Z,apple tau di konoha rakyatnya kaum mendang mending tapi gengsinya luar biasa makanya bikin iphone e tapi malu ga sih kalo ketauan pke ip yg ekonomis,apple tau di konoha rakyatnya kaum mendang mending tapi gengsinya luar biasa makanya bikin iphone e tapi malu ga sih kalau ketauan pke ip yang ekonomis,2.0,apple tau konoha rakyatnya kaum mendang mending tapi gengsinya luar biasa makanya bikin iphone e tapi malu ga sih kalau ketauan pke ip ekonomis
@nakj4ks3l,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",E itu artinya ekonomis ya?,2025-03-08T23:10:08Z,e itu artinya ekonomis ya,e itu artinya ekonomis ya,1.0,e artinya ekonomis ya
@adeleoni783,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",jadi ke inget Oppo F7,2025-03-08T23:02:46Z,jadi ke inget oppo f7,jadi ke inget oppo f7,3.0,inget oppo f7
@Ipaanggraeni,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Broo 11 jt itu murah??,2025-03-08T22:32:19Z,broo 11 jt itu murah,broo 11 juta itu murah,2.0,broo 11 juta murah
@trisadhono,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bahas samsung A56 dong bang,2025-03-08T22:28:03Z,bahas samsung a56 dong bang,bahas samsung a56 dong bang,3.0,bahas samsung a56 dong bang
@PramVanMeijr,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",bang david infoin charger wireless nya dong,2025-03-08T21:51:21Z,bang david infoin charger wireless nya dong,bang david infoin charger wireless nya dong,3.0,bang david infoin charger wireless nya dong
@muhammadrafinurifqi4559,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",sayang bgt masih layar poni,2025-03-08T21:35:39Z,sayang bgt masih layar poni,sayang sekali masih layar poni,2.0,sayang banget layar poni
@ekookbriyanto5845,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Cicilan pleng murah brapa ya😢,2025-03-08T21:27:02Z,cicilan pleng murah brapa ya,cicilan pleng murah brapa ya,3.0,cicilan pleng murah brapa ya
@adilsungkar,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",16e ada nfc ga sih? pliss jawab :(,2025-03-08T21:15:17Z,16e ada nfc ga sih pliss jawab,16e ada nfc ga sih pliss jawab,3.0,16e ada nfc ga sih pliss jawab
@aryansynister9245,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Minta satu bang,2025-03-08T21:10:43Z,minta satu bang,minta satu bang,3.0,minta satu bang
@septindrahafizh8917,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Nunggu 18,2025-03-08T21:03:31Z,nunggu 18,nunggu 18,3.0,nunggu 18
@QiuBee01-u5m,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",rekomendasi kalo tes game jgn genshin aja karena game2 sekarang pake unrieal engine wuwa misal.karena lebih berat dari genshin.,2025-03-08T20:52:24Z,rekomendasi kalo tes game jgn genshin aja karena game2 sekarang pake unrieal engine wuwa misal karena lebih berat dari genshin,rekomendasi kalau tes game jangan genshin aja karena game2 sekarang pakai unrieal engine wuwa misal karena lebih berat dari genshin,3.0,rekomendasi kalau tes game jangan genshin aja game2 sekarang pakai unrieal engine wuwa misal berat genshin
@DinaMeirina-f2v,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kak tau gak kalo type-c nya iphone beda sama punya android,2025-03-08T20:50:27Z,kak tau gak kalo type c nya iphone beda sama punya android,kak tau tidak kalau type c nya iphone beda sama punya android,3.0,kak tau kalau type c nya iphone beda sama punya android
@EvanArios-ih2zr,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Paling murahh ahhh😢😢,2025-03-08T20:41:51Z,paling murahh ahhh,paling murahh ahhh,1.0,paling murahh ahhh
@poetrapr715,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",16e tu se4?,2025-03-08T20:41:39Z,16e tu se4,16e tu se4,1.0,16e tu se4
@nGagetIn_0,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Poco f4 ku bisa 120Hz ehem,2025-03-08T20:37:44Z,poco f4 ku bisa 120hz ehem,poco f4 ku bisa 120hz ehem,3.0,poco f4 ku 120hz ehem
@fillingcabinet70,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mana kemarin yg gembar-gembor 16e seharga 13 yaitu kisaran 8-9 jt wkwk,2025-03-08T20:28:48Z,mana kemarin yg gembar gembor 16e seharga 13 yaitu kisaran 8 9 jt wkwk,mana kemarin yang gembar gembor 16e seharga 13 yaitu kisaran 8 9 juta wkwk,2.0,mana kemarin gembar gembor 16e seharga 13 yaitu kisaran 8 9 juta wkwk
@AzamAzamMuzakisyahadan,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",ko mirip sama ip se 4,2025-03-08T20:17:59Z,ko mirip sama ip se 4,ko mirip sama iphone se 4,3.0,ko mirip sama iphone se 4
@Erick-er2mv,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Menit 17:34 ipad dan iphone gw langsung keaktivasi sendiri anjir siirinya,2025-03-08T20:14:30Z,menit 17 34 ipad dan iphone gw langsung keaktivasi sendiri anjir siirinya,menit 17 34 ipad dan iphone saya langsung keaktivasi sendiri anjir siirinya,3.0,menit 17 34 ipad iphone langsung keaktivasi sendiri anjir siirinya
@bacathriller,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",tapi bagusan yg cameranya satu dalam segi fisik,2025-03-08T19:34:28Z,tapi bagusan yg cameranya satu dalam segi fisik,tapi bagusan yang cameranya satu dalam segi fisik,1.0,tapi bagusan cameranya satu segi fisik
@dedyvidiz2683,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Prediksi gua ya..
Gak bakalan terlalu laku di pasaran..apa lagi user nya ngutamain gengsi..",2025-03-08T19:19:23Z,prediksi gua ya gak bakalan terlalu laku di pasaran apa lagi user nya ngutamain gengsi,prediksi saya ya tidak bakalan terlalu laku di pasaran apa lagi user nya ngutamain gengsi,2.0,prediksi ya bakalan terlalu laku pasaran user nya ngutamain gengsi
@anasanarsas797,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Sejak kejadian Apple ga mau ikut TKDN, awalnya suka produk Apple sekarang jadi ga tertarik lagi. Malah lebih tertarik Samsung, Huawei, Honor atau Oppo xiaomi",2025-03-08T18:53:26Z,sejak kejadian apple ga mau ikut tkdn awalnya suka produk apple sekarang jadi ga tertarik lagi malah lebih tertarik samsung huawei honor atau oppo xiaomi,sejak kejadian apple ga mau ikut tkdn awalnya suka produk apple sekarang jadi ga tertarik lagi malah lebih tertarik samsung huawei honor atau oppo xiaomi,3.0,sejak kejadian apple ga mau ikut tkdn awalnya suka produk apple sekarang ga tertarik malah tertarik samsung huawei honor oppo xiaomi
@jepri7290,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",kalau 8-9 jt auto beli cuman nabung dulu dah tunggu 16 turun,2025-03-08T18:28:54Z,kalau 8 9 jt auto beli cuman nabung dulu dah tunggu 16 turun,kalau 8 9 juta auto beli hanya nabung dulu dah tunggu 16 turun,2.0,kalau 8 9 juta auto beli nabung dulu dah tunggu 16 turun
@boylondon7194,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kategori murah itu kalo sentuh 5 jt,2025-03-08T17:42:53Z,kategori murah itu kalo sentuh 5 jt,kategori murah itu kalau sentuh 5 juta,2.0,kategori murah kalau sentuh 5 juta
@achmadsaputra9263,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","tapi bang wallpaper yg katanya ""air ketumpahan minyak"" itu sebenernya ngegambarin jumlah kamera hp tsb.... coba deh perhatiin wallpaper iphone 16e -> 16 pro... ada berapa jumlah lingkarannya",2025-03-08T17:38:09Z,tapi bang wallpaper yg katanya air ketumpahan minyak itu sebenernya ngegambarin jumlah kamera hp tsb coba deh perhatiin wallpaper iphone 16e 16 pro ada berapa jumlah lingkarannya,tapi bang wallpaper yang katanya air ketumpahan minyak itu sebenernya ngegambarin jumlah kamera hp tsb coba deh perhatiin wallpaper iphone 16e 16 pro ada berapa jumlah lingkarannya,3.0,tapi bang wallpaper katanya air ketumpahan minyak sebenernya ngegambarin jumlah kamera hp tsb coba deh perhatiin wallpaper iphone 16e 16 pro ada berapa jumlah lingkarannya
@irpanalamsyah426,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Layar depan ip 14. Belakang ip 8.,2025-03-08T17:27:39Z,layar depan ip 14 belakang ip 8,layar depan iphone 14 belakang iphone 8,2.0,layar depan iphone 14 belakang iphone 8
@pierreromansa796,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ternyata 12 pro ku udah jadul😢,2025-03-08T17:26:52Z,ternyata 12 pro ku udah jadul,ternyata 12 pro ku sudah jadul,3.0,ternyata 12 pro ku jadul
@masrorulmannan,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",SE 3 ?????????????,2025-03-08T17:10:15Z,se 3,se 3,2.0,se 3
@kodokbi8918,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Lebih ke 15 aja dripada 16e,2025-03-08T17:05:57Z,lebih ke 15 aja dripada 16e,lebih ke 15 aja dripada 16e,2.0,15 aja dripada 16e
@rudiapriansah9818,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Sya nonton msih mky ip 7plus bang udh umr brpa hp sya bang msih lncr2 aj cmn bru servis batrei aj,2025-03-08T16:57:10Z,sya nonton msih mky ip 7plus bang udh umr brpa hp sya bang msih lncr2 aj cmn bru servis batrei aj,sayaa nonton msih mky iphone 7plus bang sudah umr brpa hp sayaa bang msih lncr2 aj cmn bru servis batrei aj,3.0,sayaa nonton msih mky iphone 7plus bang umr brpa hp sayaa bang msih lncr2 aj cmn bru servis batrei aj
@Naufale07,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bang kalau uda pegang IP 15 akhir desember dan mau ganti apa baiknya nunggu ip 17 pro ya?,2025-03-08T16:51:27Z,bang kalau uda pegang ip 15 akhir desember dan mau ganti apa baiknya nunggu ip 17 pro ya,bang kalau uda pegang iphone 15 akhir desember dan mau ganti apa baiknya nunggu iphone 17 pro ya,3.0,bang kalau uda pegang iphone 15 akhir desember mau ganti baiknya nunggu iphone 17 pro ya
@fajarsetiaji9107,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bang Dapit bagu 1 bang Ip yg ngga ke pake 😂,2025-03-08T16:40:17Z,bang dapit bagu 1 bang ip yg ngga ke pake,bang dapit bagu 1 bang iphone yang ngga ke pakai,3.0,bang dapit bagu 1 bang iphone ngga pakai
@Ozinchanel,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Wah.. murah ya segitu,2025-03-08T16:15:21Z,wah murah ya segitu,wah murah ya segitu,2.0,wah murah ya segitu
@sandyyudha1706,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","fun fact setelah cek di gsmarena, ukuran body & frame ip 16e sama persis 100% dengan ip 14 base model. bahkan penempatan tombol & posisi antena juga sama persis, hanya tombol mute yang udah diganti ke action button.

curiga kalo ip 16e ini dibuat pake body daur ulang ip 14 base model yang ga laku karena kalah pamor sama ip 13 series",2025-03-08T16:15:15Z,fun fact setelah cek di gsmarena ukuran body frame ip 16e sama persis 100 dengan ip 14 base model bahkan penempatan tombol posisi antena juga sama persis hanya tombol mute yang udah diganti ke action button curiga kalo ip 16e ini dibuat pake body daur ulang ip 14 base model yang ga laku karena kalah pamor sama ip 13 series,fun fact setelah cek di gsmarena ukuran body frame iphone 16e sama persis 100 dengan iphone 14 base model bahkan penempatan tombol posisi antena juga sama persis hanya tombol mute yang sudah diganti ke action button curiga kalau iphone 16e ini dibuat pakai body daur ulang iphone 14 base model yang ga laku karena kalah pamor sama iphone 13 series,2.0,fun fact cek gsmarena ukuran body frame iphone 16e sama persis 100 iphone 14 base model bahkan penempatan tombol posisi antena sama persis tombol mute diganti action button curiga kalau iphone 16e dibuat pakai body daur ulang iphone 14 base model ga laku kalah pamor sama iphone 13 series
